Index,volatility20A,volatility20AAL,volatility20AAP,volatility20AAPL,volatility20ABBV,volatility20ABC,volatility20ABMD,volatility20ABT,volatility20ACN,volatility20ADBE,volatility20ADI,volatility20ADM,volatility20ADP,volatility20ADS,volatility20ADSK,volatility20AEE,volatility20AEP,volatility20AES,volatility20AFL,volatility20AGN,volatility20AIG,volatility20AIV,volatility20AIZ,volatility20AJG
2016-09-23,0.199002048773009,0.254281153574988,0.178893745027275,0.308393476274251,0.137321524301127,0.177984786307182,0.2938999643129,0.168079238076909,0.181466200159521,0.391819561248334,0.190266477226934,0.179828747982799,0.17556689514597,0.153259496439681,0.311532521635014,0.166031829730087,0.148691775315687,0.199062827115852,0.194676543297181,0.228744080990691,0.147008979555119,0.239830542214034,0.218816298611438,0.145424746364649
2016-09-26,0.156945127734953,0.239848250721701,0.169878595960661,0.293334005609252,0.145482359418955,0.154967297206627,0.285871864786892,0.142235772973888,0.13448894151089,0.371924209982786,0.215865954135707,0.148752761244235,0.145586298069678,0.195811744038408,0.271044624528374,0.122649888550283,0.118463738367654,0.181181769321055,0.160696961999824,0.261684387183022,0.135667209469853,0.125947431502093,0.182888371175662,0.131093040114932
2016-09-27,0.154399914897871,0.283211534403525,0.172963942884224,0.231427076628438,0.149223040130249,0.139716410356385,0.291774682834282,0.157873239823158,0.149767543789797,0.373764660019362,0.243405427691395,0.148747266637063,0.149195561190817,0.20392667545481,0.259986950285462,0.183944386413174,0.151232425410294,0.176016640363564,0.16301254565132,0.234036076833759,0.136520833173257,0.164521624442096,0.161606794142006,0.129120690095623
2016-09-28,0.150367669389445,0.283485428106971,0.176571989631414,0.137382666230352,0.154566279359555,0.136525721915369,0.233649424003264,0.158361912429621,0.149436217378005,0.38071238570883,0.200392277397355,0.141939233878289,0.177134200222755,0.196152618217145,0.236558247358607,0.189721903860748,0.152714848009529,0.160786559669362,0.158175040234295,0.22796757442424,0.156977914890775,0.163648552827096,0.166298010673305,0.117314668557291
2016-09-29,0.158759078385435,0.244289229154065,0.193503067930446,0.156275265995849,0.20028898798113,0.181868540177374,0.24435457272364,0.174116615943071,0.223534592069507,0.396029999355022,0.190538279162274,0.144147963135476,0.170994782708742,0.197325380212113,0.266810515244577,0.201341654064119,0.166965531780549,0.206853735865636,0.154560403703268,0.267322187447787,0.178853466498881,0.208276759216392,0.170062806933566,0.133993740894284
2016-09-30,0.168566405480263,0.267542470084691,0.214316719389399,0.15464377462584,0.199325936371316,0.178428678642454,0.244381296153921,0.206555453719599,0.224691851306801,0.396164506081694,0.194778497964422,0.16877232280991,0.179033273639276,0.197519074719208,0.267574052766943,0.190119849541996,0.156555503388408,0.201120539679438,0.14693484446312,0.265467340387976,0.195294397334647,0.238192894199076,0.145992063364414,0.142426907795618
2016-10-03,0.153947852004815,0.288888877319702,0.207633597248198,0.156203701599327,0.197085957023812,0.169100812347845,0.248993099122153,0.206253509952988,0.250426190618389,0.40001405692283,0.195948280257905,0.19214020924628,0.167954995013392,0.196503372300806,0.292632715452951,0.195172203007891,0.16254523034549,0.258405857956423,0.143119667085094,0.248629010259709,0.202264374222899,0.284410289187401,0.186037191275334,0.152067445936645
2016-10-04,0.160668526242674,0.266268742575863,0.207934534440812,0.158788951225936,0.181127994067538,0.154881965165333,0.239438890897727,0.214273325648559,0.303063686030015,0.163131819108714,0.182511828053558,0.174382180227544,0.151029032367367,0.220380831851158,0.186405694565965,0.168979630174997,0.13537172337057,0.278482803587648,0.107594338870784,0.262771033845112,0.201866311180815,0.278953068346078,0.165741683490406,0.138679191693742
2016-10-05,0.148275377559038,0.26257123231159,0.199752032963056,0.147511370961112,0.158572018526015,0.142253400961838,0.237828402942662,0.226238154063635,0.296889839886828,0.164004141735098,0.183217281090728,0.183794317131506,0.14793339344204,0.232203317919618,0.226891501770858,0.173586647029177,0.119001280868927,0.259955913909567,0.116367170541782,0.227230764214248,0.198564450507891,0.278474208645986,0.165202525116639,0.128877139845771
2016-10-06,0.14784441443427,0.262553227042453,0.199805464721622,0.121072296606275,0.161365774454691,0.146014127419208,0.191316052927263,0.226787746771486,0.291832436136173,0.162354118890371,0.175577451244189,0.169072097356911,0.138218290652649,0.237051991656296,0.221438665166613,0.157091424468215,0.119529372990745,0.239066601040486,0.107278926315301,0.232941424839515,0.195284612840568,0.257830307129342,0.161754614246747,0.128462762383604
